グループ	MapID	ソート用	マップ上の名前	名前	CAS	PubChem	KEGG	Inchikey	ChEBI	HMDB	Lipidmaps	lipid categories No.
Shimadzu	LipidMediator	20-hydroxy-PGE2	20-hydroxy-PGE2	20-hydroxy-PGE2	57930-95-7			AZIGEYVZEVXWAD-NZGURKHLSA-N;AZIGEYVZEVXWAD-UHFFFAOYSA-N			LMFA03010014	
Shimadzu	LipidMediator	18-carboxy-dinor-LTB4	18-carboxy-dinor-LTB4	18-carboxy-dinor-LTB4	102674-12-4			XWRIIHRGMKHPHN-USRRKILKSA-N				
Shimadzu	LipidMediator	delta17-6-keto-PGF1a	delta17-6-keto-PGF1a		68324-95-8			HFKNJQYMAGMXTR-CAPHXMBKSA-N;HFKNJQYMAGMXTR-UHFFFAOYSA-N;HFKNJQYMAGMXTR-LHGKOEPASA-N			LMFA03010149	
Shimadzu	LipidMediator	13,14-dihydro-15-keto-tetranor-PGF1b	13,14-dihydro-15-keto-tetranor-PGF1b	13,14-dihydro-15-keto-tetranor-PGF1b	23015-45-4			UIZLUZTVNFGFMX-UHFFFAOYSA-N				
Shimadzu	LipidMediator	2,3-dinor-TXB1	2,3-dinor-TXB1		196493-76-2			URVGHNOQCRQJTD-MELXFHLESA-N			LMFA03030012	
Shimadzu	LipidMediator	2,3-dinor-8-iso-PGF2a	2,3-dinor-8-iso-PGF2a	2,3-dinor-8-iso-PGF2a	221664-05-7		C14794	IDKLJIUIJUVJNR-JSEKUSAISA-N;IDKLJIUIJUVJNR-FLTISVJQSA-N;IDKLJIUIJUVJNR-RINXSNKBSA-N;IDKLJIUIJUVJNR-UHFFFAOYSA-N			LMFA03110010	
Shimadzu	LipidMediator	2,3-dinor-TXB2	2,3-dinor-TXB2		63250-09-9			RJHNVFKNIJQTQF-DXSUFTPMSA-N;RJHNVFKNIJQTQF-UHFFFAOYSA-N			LMFA03030003	
Shimadzu	LipidMediator	13,14-dihydro-15-keto-tetranor-PGF1a	13,14-dihydro-15-keto-tetranor-PGF1a	13,14-dihydro-15-keto-tetranor-PGF1a	24379-94-0			RBEFRYQKJYMLCC-UHFFFAOYSA-N;UIZLUZTVNFGFMX-TUVASFSCSA-N;UIZLUZTVNFGFMX-UHFFFAOYSA-N				
Shimadzu	LipidMediator	2,3-dinor-11b-PGF2a	2,3-dinor-11b-PGF2a		240405-20-3			DNKGWNLXBRCUCF-FNQTXCPHSA-N				
Shimadzu	LipidMediator	6-keto-PGF1a-d4	6-keto-PGF1a-d4		82414-64-0			KFGOFTHODYBSGM-GKZGVFJGSA-N				
Shimadzu	LipidMediator	6-keto-PGF1a	6-keto-PGF1a	6-keto-PGF1a	58962-34-8		C05961	KFGOFTHODYBSGM-ZUNNJUQCSA-N;KFGOFTHODYBSGM-ZHACJKMWSA-N;KFGOFTHODYBSGM-DFOLFLIJSA-N;KFGOFTHODYBSGM-UHFFFAOYSA-N			LMFA03010001	
Shimadzu	LipidMediator	13,14-dihydro-15-keto-tetranor-PGD2	13,14-dihydro-15-keto-tetranor-PGD2	13,14-dihydro-15-keto-tetranor-PGD2	1204116-69-7			CIXGXJHOQWHINC-NFAWXSAZSA-N				
Shimadzu	LipidMediator	Resolvin E1	Resolvin E1	Resolvin E1	552830-51-0		C18171	AOPOCGPBAIARAV-OTBJXLELSA-N			LMFA03070019	
Shimadzu	LipidMediator	20-carboxy-LTB4	20-carboxy-LTB4	20-carboxy-LTB4	80434-82-8		C05950	SXWGPVJGNOLNHT-VFLUTPEKSA-N;SXWGPVJGNOLNHT-UHFFFAOYSA-N			LMFA03020016	
Shimadzu	LipidMediator	PGF2a-EA	PGF2a-EA	PGF2a-EA	353787-70-9			XCVCLIRZZCGEMU-FPLRWIMGSA-N				
Shimadzu	LipidMediator	6-keto-PGE1	6-keto-PGE1		67786-53-2		C05962	ROUDCKODIMKLNO-CTBSXBMHSA-N;ROUDCKODIMKLNO-DZOHQFGASA-N;ROUDCKODIMKLNO-UHFFFAOYSA-N			LMFA03010012	
Shimadzu	LipidMediator	PGE2-EA	PGE2-EA	PGE2-EA	194935-38-1			GKKWUSPPIQURFM-IGDGGSTLSA-N			LMFA03010151	
Shimadzu	LipidMediator	8-iso-PGF3a	8-iso-PGF3a	8-iso-PGF3a	7045-31-0			SAKGBZWJAIABSY-UHFFFAOYSA-N;SAKGBZWJAIABSY-CIUFLECFSA-N			LMFA03110007	
Shimadzu	LipidMediator	TXB3	TXB3	TXB3	71953-80-5			OYPPJMLKAYYWHH-OHVJZDGFSA-N;OYPPJMLKAYYWHH-JDZIRQPPSA-N;OYPPJMLKAYYWHH-UHFFFAOYSA-N			LMFA03030006	
Shimadzu	LipidMediator	20-hydroxy-LTB4	20-hydroxy-LTB4	20-hydroxy-LTB4	79516-82-8		C04853	PTJFJXLGRSTECQ-PSPARDEHSA-N			LMFA03020018	
Shimadzu	LipidMediator	PGE1-EA	PGE1-EA		210976-81-1			HLQFDRCTTQBTCE-UHFFFAOYSA-N;HLQFDRCTTQBTCE-CUCYOLRYSA-N;HLQFDRCTTQBTCE-RCDOCOITSA-N			LMFA03010209	
Shimadzu	LipidMediator	11-dehydro-2,3-dinor-TXB2	11-dehydro-2,3-dinor-TXB2		79250-60-5			PJAAKFHMQLYVGV-YCEKRRLLSA-N			LMFA03030013	
Shimadzu	LipidMediator	13,14-dihydro-15-keto-tetranor-PGE2	13,14-dihydro-15-keto-tetranor-PGE2	13,14-dihydro-15-keto-tetranor-PGE2	20675-85-8			FGACPXKRXBKDQL-UHFFFAOYSA-N				
Shimadzu	LipidMediator	2,3-dinor-PGE1	2,3-dinor-PGE1		7046-40-4			GTUGBRJEKVKOKQ-UHFFFAOYSA-N			LMFA03010169	
Shimadzu	LipidMediator	PGD2-EA	PGD2-EA	PGD2-EA	398138-28-8			KEYDJKSQFDUAGF-UHFFFAOYSA-N			LMFA03010152	
Shimadzu	LipidMediator	6,15-diketo-13,14-dihydro-PGF1a	6,15-diketo-13,14-dihydro-PGF1a	6,15-diketo-13,14-dihydro-PGF1a	63983-53-9			KBHLXKOKUVJZIS-MKXGPGLRSA-N;KBHLXKOKUVJZIS-UHFFFAOYSA-N			LMFA03010013	
Shimadzu	LipidMediator	PGF3a	PGF3a	PGF3a	745-64-2		C06476	SAKGBZWJAIABSY-SAMSIYEGSA-N;SAKGBZWJAIABSY-UHFFFAOYSA-N			LMFA03010138	
Shimadzu	LipidMediator	iPF2a-IV	iPF2a-IV	iPF2a-IV	331962-00-6			MZYZWZXTHYCVHQ-UHFFFAOYSA-N;MZYZWZXTHYCVHQ-JPUXOVSESA-N				
Shimadzu	LipidMediator	8-iso-15(R)-PGF2a	8-iso-15(R)-PGF2a	8-iso-15(R)-PGF2a	214748-65-9			PXGPLTODNUVGFL-UHFFFAOYSA-N				
Shimadzu	LipidMediator	TXB1	TXB1	TXB1	64626-32-0			JSDWWNLTJCCSAV-UHFFFAOYSA-N			LMFA03030008	
Shimadzu	LipidMediator	8-iso-PGF2a	8-iso-PGF2a	8-iso-PGF2a	27415-26-5		C13809	PXGPLTODNUVGFL-NAPLMKITSA-N;PXGPLTODNUVGFL-UHFFFAOYSA-N			LMFA03110001	
Shimadzu	LipidMediator	TXB2-d4	TXB2-d4		1346112-79-5			XNRNNGPBEPRNAR-LCGOHBJFSA-N			LMFA03030010	
Shimadzu	LipidMediator	11-dehydro-TXB3	11-dehydro-TXB3		129228-55-3			OAHMLWQISGEXBB-XMEKLSCHSA-N			LMFA03030009	
Shimadzu	LipidMediator	TXB2	TXB2	TXB2	54397-85-2		C05963	XNRNNGPBEPRNAR-VTCRGFIFSA-N;XNRNNGPBEPRNAR-JQBLCGNGSA-N;XNRNNGPBEPRNAR-RTYMFESYSA-N;XNRNNGPBEPRNAR-UHFFFAOYSA-N;XNRNNGPBEPRNAR-XKHPYWLKSA-N			LMFA03030002	
Shimadzu	LipidMediator	PGE3	PGE3	PGE3	802-31-3		C06439	CBOMORHDRONZRN-QLOYDKTKSA-N;CBOMORHDRONZRN-OZIPOHJISA-N;CBOMORHDRONZRN-UHFFFAOYSA-N			LMFA03010135	
Shimadzu	LipidMediator	8-iso-PGF1a	8-iso-PGF1a	8-iso-PGF1a	26771-96-0			DZUXGQBLFALXCR-UHFFFAOYSA-N				
Shimadzu	LipidMediator	11b-PGF2a	11b-PGF2a	11-beta-PGF2a	38432-87-0		C05959	PXGPLTODNUVGFL-UHFFFAOYSA-N			LMFA03010036	
Shimadzu	LipidMediator	5-iPF2a-VI	5-iPF2a-VI	5-iPF2a-VI	180469-63-0			RZCPXIZGLPAGEV-SUHLLOIRSA-N				
Shimadzu	LipidMediator	PGD3	PGD3	PGD3	71902-47-1		C13802	ANOICLBSJIMQTA-WXGBOJPQSA-N			LMFA03010142	
Shimadzu	LipidMediator	8-iso-15-keto-PGF2a	8-iso-15-keto-PGF2a	8-iso-15-keto-PGF2a	191919-01-4			LOLJEILMPWPILA-UHFFFAOYSA-N			LMFA03110005	
Shimadzu	LipidMediator	PGF2a-d4	PGF2a-d4		34210-11-2			PXGPLTODNUVGFL-MKIWGZNBSA-N				
Shimadzu	LipidMediator	PGF2a	PGF2a	PGF2a	551-11-1		C00639	PXGPLTODNUVGFL-YNNPMVKQSA-N;PXGPLTODNUVGFL-YNNPMVKQSA-M;BVMVWVHTEBDOLX-UHFFFAOYSA-N;GVSLYVCHDOLEPD-VOTJDYGASA-N;GVSLYVCHDOLEPD-WEJJKVBXSA-N;GVSLYVCHDOLEPD-UHFFFAOYSA-N;PXGPLTODNUVGFL-UHFFFAOYSA-N			LMFA03010002	
Shimadzu	LipidMediator	PGF1a	PGF1a	PGF1a	745-62-0		C06475	DZUXGQBLFALXCR-CDIPTNKSSA-N;GCVZMKPZSVQVNL-UHFFFAOYSA-N;DZUXGQBLFALXCR-OUKQBFOZSA-N;DZUXGQBLFALXCR-UHFFFAOYSA-N;DZUXGQBLFALXCR-BRIYLRKRSA-N			LMFA03010137	
Shimadzu	LipidMediator	8-iso-13,14-dihydro-15-keto-PGF2a	8-iso-13,14-dihydro-15-keto-PGF2a	8-iso-13,14-dihydro-15-keto-PGF2a	191919-02-5			VKTIONYPMSCHQI-JPRPWBOBSA-N			LMFA03110004	
Shimadzu	LipidMediator	LXA5	LXA5	LXA5	110657-98-2			ZZMKOZNTEJVKRY-YJUORNCYSA-N				
Shimadzu	LipidMediator	8-iso-PGE2	8-iso-PGE2	8-iso-PGE2	27415-25-4			XEYBRNLFEZDVAW-CLQOMRTCSA-N;XEYBRNLFEZDVAW-UHFFFAOYSA-N			LMFA03110003	
Shimadzu	LipidMediator	PGE2-d4	PGE2-d4		34210-10-1			XEYBRNLFEZDVAW-YOLMOHOWSA-N			LMFA03010008	
Shimadzu	LipidMediator	PGE2	PGE2	PGE2	363-24-6		C00584;D00079	XEYBRNLFEZDVAW-ARSRFYASSA-N			LMFA03010003	
Shimadzu	LipidMediator	11-dehydro-TXB2	11-dehydro-TXB2	11-dehydro-TXB2	67910-12-7		C05964	KJYIVXDPWBUJBQ-UHHGALCXSA-N;KJYIVXDPWBUJBQ-SLQLHLDPSA-N;KJYIVXDPWBUJBQ-UHFFFAOYSA-N;KJYIVXDPWBUJBQ-ZDDFUZLGSA-N			LMFA03030004	
Shimadzu	LipidMediator	8-iso-PGE1	8-iso-PGE1	8-iso-PGE1	21003-46-3			GMVPRGQOIOIIMI-JCPCGATGSA-N;GMVPRGQOIOIIMI-UHFFFAOYSA-N			LMFA03110002	
Shimadzu	LipidMediator	15-keto-PGF2a	15-keto-PGF2a	15-keto-PGF2a	35850-13-6		C05960	LOLJEILMPWPILA-AMFHKTBMSA-N;LOLJEILMPWPILA-DBNKTVNBSA-N;LOLJEILMPWPILA-UHFFFAOYSA-N			LMFA03010026	
Shimadzu	LipidMediator	11b-PGE2	11b-PGE2		38310-90-6			XEYBRNLFEZDVAW-UHFFFAOYSA-N			LMFA03010060	
Shimadzu	LipidMediator	Resolvin D3	Resolvin D3		916888-47-6			QBTJOLCUKWLTIC-UZAFJXHNSA-N;QBTJOLCUKWLTIC-LWJDKMHHSA-N			LMFA04000008	
Shimadzu	LipidMediator	5S,14R-LXB4	5S,14R-LXB4	5S,14R-LXB4	98049-69-5		C06315	UXVRTOKOJOMENI-WLPVFMORSA-N;UXVRTOKOJOMENI-UHFFFAOYSA-N			LMFA03040002	
Shimadzu	LipidMediator	PGK2	PGK2		275816-51-8			LGMXPVXJSFPPTQ-DJUJBXLVSA-N			LMFA03010023	
Shimadzu	LipidMediator	PGD2-d4	PGD2-d4		211105-29-2			BHMBVRSPMRCCGG-DCNIGHKFSA-N			LMFA03010007	
Shimadzu	LipidMediator	PGE1	PGE1	PGE1	745-65-3		C04741;D00180	GMVPRGQOIOIIMI-DWKJAMRDSA-N;AGQJQCFEPUVXNK-UHFFFAOYSA-K;GMVPRGQOIOIIMI-OUKQBFOZSA-N;GMVPRGQOIOIIMI-UHFFFAOYSA-N;GMVPRGQOIOIIMI-DODZYUBVSA-N;GMVPRGQOIOIIMI-ZWLIRFKBSA-N;RLFBDMHRBDSRKW-UHFFFAOYSA-N;GMVPRGQOIOIIMI-UHFFFAOYSA-M			LMFA03010134	
Shimadzu	LipidMediator	PGD2	PGD2	PGD2	41598-07-6		C00696	BHMBVRSPMRCCGG-OUTUXVNYSA-N;BHMBVRSPMRCCGG-OUTUXVNYSA-M;BHMBVRSPMRCCGG-BVSCNVFUSA-N;BHMBVRSPMRCCGG-RTYMFESYSA-N;BHMBVRSPMRCCGG-UHFFFAOYSA-N;BHMBVRSPMRCCGG-DLMJVKRCSA-N			LMFA03010004	
Shimadzu	LipidMediator	PGD1	PGD1	PGD1	17968-82-0		C06438	CIMMACURCPXICP-PNQRDDRVSA-N;JWCPZKNBPMSYND-UHFFFAOYSA-N;CIMMACURCPXICP-UHFFFAOYSA-N			LMFA03010049	
Shimadzu	LipidMediator	15-keto-PGF1a	15-keto-PGF1a	15-keto-PGF1a	21562-58-3			DZUXGQBLFALXCR-UHFFFAOYSA-N				
Shimadzu	LipidMediator	11b-13,14-dihydro-15-keto-PGF2a	11b-13,14-dihydro-15-keto-PGF2a	11-beta-13,14-dihydro-15-keto-PGF2a	107615-77-0			VKTIONYPMSCHQI-KGILNJEGSA-N				
Shimadzu	LipidMediator	15-keto-PGE2	15-keto-PGE2	15-keto-PGE2	26441-05-4		C04707	YRTJDWROBKPZNV-KMXMBPPJSA-N;YRTJDWROBKPZNV-KMXMBPPJSA-M;YRTJDWROBKPZNV-UHFFFAOYSA-N			LMFA03010030	
Shimadzu	LipidMediator	Resolvin D2	Resolvin D2	Resolvin D2	810668-37-2			IKFAUGXNBOBQDM-UHFFFAOYSA-N				
Shimadzu	LipidMediator	13,14-dihydro-PGF1a	13,14-dihydro-PGF1a		20592-20-5			WMHAOJIJVNDMKA-BRIYLRKRSA-N;WMHAOJIJVNDMKA-UHFFFAOYSA-N				
Shimadzu	LipidMediator	13,14-dihydro-PGE1	13,14-dihydro-PGE1		19313-28-1			DPOINJQWXDTOSF-DODZYUBVSA-N;FAUYKFLHHWFNGE-UHFFFAOYSA-N;DPOINJQWXDTOSF-UHFFFAOYSA-N			LMFA03010144	
Shimadzu	LipidMediator	14,15-LTC4	14,15-LTC4	14,15-LTC4	75290-60-7			GWNVDXQDILPJIG-UHFFFAOYSA-N			LMFA03020031	
Shimadzu	LipidMediator	13,14-dihydro-15-keto-PGF2a	13,14-dihydro-15-keto-PGF2a	13,14-dihydro-15-keto-PGF2a	27376-76-7			VKTIONYPMSCHQI-XAGFEHLVSA-N;YVLWPQUUEHTKJI-UHFFFAOYSA-N;VKTIONYPMSCHQI-UHFFFAOYSA-N			LMFA03010027	
Shimadzu	LipidMediator	5S,6R-LXA4	5S,6R-LXA4	5S,6R-LXA4	89663-86-5		C06314	IXAQOQZEOGMIQS-SSQFXEBMSA-N;IXAQOQZEOGMIQS-UHFFFAOYSA-N;IHFUMABLQJIAJX-FBKAPCRYSA-N			LMFA03040001	
Shimadzu	LipidMediator	13,14-dihydro-15-keto-PGE2	13,14-dihydro-15-keto-PGE2	13,14-dihydro-15-keto-PGE2	363-23-5		C04671	CUJMXIQZWPZMNQ-XYYGWQPLSA-N;CUJMXIQZWPZMNQ-UHFFFAOYSA-N			LMFA03010031	
Shimadzu	LipidMediator	Resolvin D1	Resolvin D1	Resolvin D1	872993-05-0		C18178	OIWTWACQMDFHJG-UHFFFAOYSA-N			LMFA04000006	
Shimadzu	LipidMediator	5S,6S-LXA4	5S,6S-LXA4	5S,6S-LXA4	94292-80-5			IXAQOQZEOGMIQS-UZDWIPAXSA-N				
Shimadzu	LipidMediator	14,15-LTE4	14,15-LTE4	14,15-LTE4	1000852-57-2			JLJNENVYAVKECZ-HRXVJLLUSA-N			LMFA03020033	
Shimadzu	LipidMediator	1a,1b-dihomo-PGF2a	1a,1b-dihomo-PGF2a	1a1b-dihomo-PGF2a	57944-39-5			ZCTAOAWRUXSOQF-GWSKAPOCSA-N;ZCTAOAWRUXSOQF-UHFFFAOYSA-N			LMFA03010157	
Shimadzu	LipidMediator	13,14-dihydro-15-keto-PGD2	13,14-dihydro-15-keto-PGD2	13,14-dihydro-15-keto-PGD2	59894-07-4			VSRXYLYXIXYEST-KZTWKYQFSA-N;VSRXYLYXIXYEST-UHFFFAOYSA-N			LMFA03010022	
Shimadzu	LipidMediator	LTB4-EA	LTB4-EA	LTB4-EA	877459-63-7			DQLVVNIINUTUIU-UHFFFAOYSA-N				
Shimadzu	LipidMediator	LTC4-d5	LTC4-d5		1441421-73-3			GWNVDXQDILPJIG-PTOIOBJSSA-N				
Shimadzu	LipidMediator	LTC4	LTC4	LTC4	72025-60-6		C02166	GWNVDXQDILPJIG-NXOLIXFESA-N;GWNVDXQDILPJIG-NXOLIXFESA-L;GWNVDXQDILPJIG-SWOVEEFNSA-N;GWNVDXQDILPJIG-KVUXNHQJSA-N;GWNVDXQDILPJIG-UHFFFAOYSA-N			LMFA03020003	
Shimadzu	LipidMediator	11-trans-LTC4	11-trans-LTC4	11-trans-LTC4	74841-69-3			GWNVDXQDILPJIG-CCHJCNDSSA-N;KVSDCBWIPGWMGL-IQFOYCAVSA-N;KVSDCBWIPGWMGL-UHFFFAOYSA-N			LMFA03020020	
Shimadzu	LipidMediator	LTD4-d5	LTD4-d5		1240398-17-7			YEESKJGWJFYOOK-HXHZKDJLSA-N				
Shimadzu	LipidMediator	LTD4	LTD4	LTD4	73836-78-9		C05951	YEESKJGWJFYOOK-IJHYULJSSA-N;YEESKJGWJFYOOK-LDDGIIIKSA-N;YEESKJGWJFYOOK-GKWRKXFUSA-N;YEESKJGWJFYOOK-UHFFFAOYSA-N;YEESKJGWJFYOOK-KVUXNHQJSA-N			LMFA03020006	
Shimadzu	LipidMediator	Resolvin D4	Resolvin D4		1025684-60-9			YKPLJNOOLKUEBS-XLBXMEGKSA-N;YKPLJNOOLKUEBS-RIYRYSNMSA-N			LMFA04000009	
Shimadzu	LipidMediator	LTE4	LTE4	LTE4	75715-89-8		C05952	OTZRAYGBFWZKMX-FRFVZSDQSA-N;OTZRAYGBFWZKMX-MPWKMEBCSA-N;OTZRAYGBFWZKMX-KVUXNHQJSA-N;OTZRAYGBFWZKMX-UHFFFAOYSA-N			LMFA03020002	
Shimadzu	LipidMediator	LTF4	LTF4	LTF4	83851-42-7		C06462	PYSODLWHFWCFLV-AXEBJCQESA-N;PYSODLWHFWCFLV-XGGHMKEISA-N;PYSODLWHFWCFLV-UHFFFAOYSA-N;PYSODLWHFWCFLV-KVUXNHQJSA-N			LMFA03020009	
Shimadzu	LipidMediator	8-iso-PGA2	8-iso-PGA2	8-iso-PGA2	474391-66-7			MYHXHCUNDDAEOZ-UKUWKSPLSA-N				
Shimadzu	LipidMediator	13,14-dihydro-15-keto-PGD1	13,14-dihydro-15-keto-PGD1		1392219-79-2			WTCAXDJXNVRHRC-KURKYZTESA-N				
Shimadzu	LipidMediator	11-trans-LTD4	11-trans-LTD4		79768-40-4			YEESKJGWJFYOOK-KJGJJCHRSA-N			LMFA03020021	
Shimadzu	LipidMediator	8-iso-PGA1	8-iso-PGA1	8-iso-PGA1	211186-29-7			BGKHCLZFGPIKKU-DRSVPBQLSA-N			LMFA03110008	
Shimadzu	LipidMediator	PGA2-d4	PGA2-d4		201608-18-6			MYHXHCUNDDAEOZ-IDCRMVQDSA-N				
Shimadzu	LipidMediator	PGA2	PGA2	PGA2	13345-50-1		C05953	MYHXHCUNDDAEOZ-FOSBLDSVSA-N;MYHXHCUNDDAEOZ-RXYFURBYSA-N;MYHXHCUNDDAEOZ-BMZFSJBMSA-N;MYHXHCUNDDAEOZ-UHFFFAOYSA-N;QUHOTTJDEPSJRJ-UHFFFAOYSA-L			LMFA03010035	
Shimadzu	LipidMediator	LTB5	LTB5		80445-66-5			BISQPGCQOHLHQK-HDNPQISLSA-N;BISQPGCQOHLHQK-RUEGXZCXSA-N;VYEXHVUCZPUIEI-UHFFFAOYSA-N;BISQPGCQOHLHQK-UHFFFAOYSA-N			LMFA03020010	
Shimadzu	LipidMediator	PGJ2	PGJ2	PGJ2	60203-57-8		C05957	UQOQENZZLBSFKO-POPPZSFYSA-N;UQOQENZZLBSFKO-UHFFFAOYSA-N			LMFA03010019	
Shimadzu	LipidMediator	11-trans-LTE4	11-trans-LTE4	11-trans-LTE4	75715-88-7			OTZRAYGBFWZKMX-DVFCZEDWSA-N			LMFA03020022	
Shimadzu	LipidMediator	PGB2	PGB2	PGB2	13367-85-6		C05954	PRFXRIUZNKLRHM-HKVRTXJWSA-N;JRLFASDFMLAABK-UHFFFAOYSA-N;PRFXRIUZNKLRHM-UHFFFAOYSA-N;PRFXRIUZNKLRHM-OSJNIVAESA-N			LMFA03010018	
Shimadzu	LipidMediator	PGA1	PGA1	PGA1	14152-28-4		C04685	BGKHCLZFGPIKKU-BGEXMHJYSA-N;BGKHCLZFGPIKKU-LDDQNKHRSA-N;IADRCPCBGGCJKR-UHFFFAOYSA-N;BGKHCLZFGPIKKU-WYMLVPIESA-N;BGKHCLZFGPIKKU-OKZBNKHCSA-N;BGKHCLZFGPIKKU-UHFFFAOYSA-N			LMFA03010005	
Shimadzu	LipidMediator	8,12-iso-iPF2a-VI-1,5-lactone	8,12-iso-iPF2a-VI-1,5-lactone	8,12-iso-iPF2a-VI-1,5-lactone				AWRLHDHWBSHXSP-DCOIXEBESA-N				
Shimadzu	LipidMediator	8,15-DiHETE	8,15-DiHETE	8,15-DiHETE	80234-65-7			NNPWRKSGORGTIM-UHFFFAOYSA-N			LMFA03060050;LMFA03060053	
Shimadzu	LipidMediator	17,18-DiHETE	17,18-DiHETE	17,18-DiHETE				XYDVGNAQQFWZEF-JPURVOHMSA-N			LMFA03060078	
Shimadzu	LipidMediator	6-trans-LTB4	6-trans-LTB4	6-trans-LTB4	71652-82-9			VNYSSYRCGWBHLG-UKNWISKWSA-N;VNYSSYRCGWBHLG-RHYQVYOISA-N;VNYSSYRCGWBHLG-UHFFFAOYSA-N			LMFA03020013	
Shimadzu	LipidMediator	5,15-DiHETE	5,15-DiHETE	5,15-DiHETE	82200-87-1			UXGXCGPWGSUMNI-UHFFFAOYSA-N			LMFA03060010	
Shimadzu	LipidMediator	13,14-dihydro-15-keto-PGA2	13,14-dihydro-15-keto-PGA2		74872-89-2			FMKLAIBZMCURLI-BFVRRIQPSA-N;FMKLAIBZMCURLI-UHFFFAOYSA-N			LMFA03010033	
Shimadzu	LipidMediator	Maresin1	Maresin1	Maresin1	1268720-28-0			HLHYXXBCQOUTGK-FHCQLJOMSA-N				
Shimadzu	LipidMediator	LTB4 d4	LTB4 d4		124629-74-9			VNYSSYRCGWBHLG-ZQVOITDYSA-N			LMFA03020030	
Shimadzu	LipidMediator	LTB4	LTB4	LTB4	71160-24-2		C02165	VNYSSYRCGWBHLG-AMOLWHMGSA-N;VNYSSYRCGWBHLG-AMOLWHMGSA-M;VNYSSYRCGWBHLG-DPBIBIDBSA-N;DTHMYEZSBFMJEA-UHFFFAOYSA-N;VNYSSYRCGWBHLG-XUOUMLBJSA-N;VNYSSYRCGWBHLG-UHFFFAOYSA-N			LMFA03020001	
Shimadzu	LipidMediator	10,17-DiHDHA	10,17-DiHDHA	10,17-DiHDoHE	871826-47-0			CRDZYJSQHCXHEG-XLBFCUQGSA-N				
Shimadzu	LipidMediator	13,14-dihydro-15-keto PGJ2	13,14-dihydro-15-keto PGJ2	13,14-dihydro-15-keto PGJ2				GCYWVCQBMLYQGZ-BFVRRIQPSA-N				
Shimadzu	LipidMediator	Resolvin D5	Resolvin D5	Resolvin D5	578008-43-2			JBRPFYYLEQERPG-XTIXYJHRSA-N			LMFA04000010	
Shimadzu	LipidMediator	14,15-DiHETE	14,15-DiHETE	14,15-DiHETE				BLWCDFIELVFRJY-QXBXTPPVSA-N			LMFA03060077	
Shimadzu	LipidMediator	7,17-hydroxy-DPA	7,17-hydroxy-DPA		887752-13-8			JUBMLVBCKBUAQW-UHFFFAOYSA-N				
Shimadzu	LipidMediator	12,13-DiHOME	12,13-DiHOME	12,13-DiHOME	263399-35-5		C14829	CQSLTKIXAJTQGA-GJGKEFFFSA-N			LMFA02000230	
Shimadzu	LipidMediator	9,10-DiHOME	9,10-DiHOME	9,10-DiHOME	263399-34-4		C14828	XEBKSQSGNGRGDW-YFHOEESVSA-N			LMFA02000229	
Shimadzu	LipidMediator	12-keto-LTB4	12-keto-LTB4	12-keto-LTB4	136696-10-1		C05949	SJVWVCVZWMJXOK-NOJHDUNKSA-N			LMFA03020024	
Shimadzu	LipidMediator	5,6-DiHETE	5,6-DiHETE	5,6-DiHETE	845673-97-4			VPXVODYVPILPRC-LTKCOYKYSA-N				
Shimadzu	LipidMediator	tetranor-12-HETE	tetranor-12-HETE		121842-79-3			KBOVKDIBOBQLRS-ONCCEEIJSA-N				
Shimadzu	LipidMediator	N-acetyl-LTE4	N-acetyl-LTE4	N-acetyl-LTE4	80115-95-3		C11361	BGGYAYMMFYBWEX-PJEAHERNSA-N;BGGYAYMMFYBWEX-YSUFHIAUSA-N			LMFA03020008	
Shimadzu	LipidMediator	14,15-DiHET-d11	14,15-DiHET-d11					SYAWGTIVOGUZMM-LAOIBNNJSA-N				
Shimadzu	LipidMediator	LTB3	LTB3		88099-35-8			NGTXCORNXNELNU-BOIFFFMUSA-N;NGTXCORNXNELNU-UHFFFAOYSA-N				
Shimadzu	LipidMediator	19,20-DiHDPA	19,20-DiHDPA					FFXKPSNQCPNORO-MWEXLPNRSA-N			LMFA04000043	
Shimadzu	LipidMediator	14,15-DHET	14,15-DHET	14,15-DHET			C14775	SYAWGTIVOGUZMM-ILYOTBPNSA-N			LMFA03050010	
Shimadzu	LipidMediator	12-HHT	12-HHT	12-HHT	54397-84-1		C20388	KUKJHGXXZWHSBG-WBGSEQOASA-N;KUKJHGXXZWHSBG-GMPNNLDHSA-N;KUKJHGXXZWHSBG-UHFFFAOYSA-N			LMFA03050002;LMFA01050195	
Shimadzu	LipidMediator	11,12-DHET	11,12-DHET	11,12-DHET			C14774	LRPPQRCHCPFBPE-KROJNAHFSA-N			LMFA03050008	
Shimadzu	LipidMediator	8,9-DHET	8,9-DHET	8,9-DHET	192461-96-4		C14773	DCJBINATHQHPKO-TYAUOURKSA-N			LMFA03050006	
Shimadzu	LipidMediator	20-carboxy-AA	20-carboxy-AA	20-carboxy-AA	79551-84-1			BGOJKUCHTMYINI-DTLRTWKJSA-N			LMFA01170034	
Shimadzu	LipidMediator	9-HOTrE	9-HOTrE	9-HOTrE	89886-42-0		C16326	RIGGEAZDTKMXSI-MEBVTJQTSA-N;RIGGEAZDTKMXSI-UHFFFAOYSA-N			LMFA02000024	
