グループ	MapID	ソート用	マップ上の名前	名前	CAS	PubChem	KEGG	Inchikey	ChEBI	HMDB	Lipidmaps	lipid categories No.
noguchi	SBmap07	Acetylmannosamine	N-Acetylmannosamine	N-Acetylmannosamine	3615-17-6	439281	C00645	OVRNDRQMDRJTHS-ZTVVOAFPSA-N	CHEBI:63153			
noguchi	SBmap11	Pyridoxamine 5'-phosphate	Pyridoxamine 5-phosphate		529-96-4	1053	C00647	ZMJGSOSNSPKHNH-UHFFFAOYSA-N	CHEBI:18335			
otsuka	SBmap07	Xanthosine monophosphate	XMP	Xanthosine 5'-phosphate	523-98-8	73323	C00655	DCTLYFZHFGENCW-UUOKFMHZSA-N	CHEBI:15652			
otsuka	SBmap11	LL-2,6-Diaminopimelate	Diaminopimelic acid	LL-2,6-Diaminoheptanedioate	14289-34-0	439283	C00666	GMKMEZVLHJARHF-WHFBIAKZSA-N	CHEBI:16026			
otsuka	SBmap07	Glutamylcysteine	5-Glutamylcysteine	5-Glutamylcysteine;Gamma-L-Glutamylcysteine;Gamma-Glu-Cys	636-58-8	123938	C00669	RITKHVBHSGLULN-WHFBIAKZSA-N	CHEBI:17515			
otsuka	SBmap11	Glycerophosphocholine	Glycerophosphocholine	sn-Glycero-3-phosphocholine	28319-77-9	439285	C00670	SUHOQUVVVLNYQR-MRVPVSSYSA-N	CHEBI:16870			
otsuka	SBmap07	Trehalose 6-phosphate	Trehalose 6-phosphate	Trehalose 6-phosphate;T6P	4484-88-2	122336	C00689	LABSPYBHMPDTEL-LIZSDCNHSA-N	CHEBI:18283			
otsuka	SBmap07	Cholate	CA	Cholic acid;Cholate;5beta-cholanic acid-3alpha,7alpha,12alpha-triol	81-25-4	221493	C00695	BHQCQFFYRZLCQQ-OELDTZBJSA-N	CHEBI:16359	HMDB0000619		
otsuka	SBmap11	Deoxycytidine 5'-diphosphate	dCDP	2'-Deoxycytidine 5'-diphosphate	800-73-7	150855	C00705	FTDHDKPUHBLBTL-SHYZEUOFSA-N	CHEBI:28846			
otsuka	SBmap07	Oleic acid	Oleic acid	Oleic acid	112-80-1	445639	C00712	ZQPPMHVWECSIRJ-KTKRTIGZSA-N	CHEBI:16196			
otsuka	SBmap11	Panose	Panose	Panose	33401-87-5	44630447	C00713	OWEGMIWEEQEYGQ-UCFFOQEWSA-N	CHEBI:7912			
otsuka	SBmap05	Betaine	Betaine	Betaine	107-43-7	247	C00719	KWIUHFFTVRNATP-UHFFFAOYSA-N	CHEBI:17750			
otsuka	SBmap07	Spermine	Spermine	Spermine	71-44-3	1103	C00750	PFNFFQXMRSDOHW-UHFFFAOYSA-N	CHEBI:15746			
otsuka	SBmap11	Flavanone	Flavanone	Flavanone	487-26-3	10251	C00766	ZONYXWQDUYMKFB-UHFFFAOYSA-N	CHEBI:5070			
otsuka	SBmap11	Retinoic acid	Retinoic acid	Retinoate	302-79-4	444795	C00777	SHGAZHPCJJPHSC-YCNIQYBTSA-N	CHEBI:15367			
otsuka	SBmap07	Serotonin	Serotonin	Serotonin	50-67-9	5202	C00780	QZAYGJVTTNCVMB-UHFFFAOYSA-N	CHEBI:28790			
otsuka	SBmap07	Urocanic acid	Urocanic acid	Urocanic acid	104-98-3	736715	C00785	LOIYMIARKYCTBW-UHFFFAOYSA-N	CHEBI:27248			
otsuka	SBmap07	Epinephrine	Epinephrine	Epinephrine	51-43-4	5816	C00788	UCTWMZQNUQWSLP-VIFPVBQESA-N	CHEBI:28918			
otsuka	SBmap07	Creatinine	Creatinine	Creatinine	60-27-5	588	C00791	DDRJAANPRJIHGJ-UHFFFAOYSA-N	CHEBI:16737			
otsuka	SBmap07	Sorbitol	Sorbitol	Sorbitol;D-Sorbitol	50-70-4	5780	C00794	FBPFZTCFMRRESA-JGWLITMVSA-N	CHEBI:17924			
otsuka	SBmap07	Tagatose	Tagatose	Tagatose	87-81-0	439312	C00795	LKDRXBCSQODPBY-OEXCPVAWSA-N	CHEBI:4249			
otsuka	SBmap11	Salicylic acid	SA	Salicylate	69-72-7	338	C00805	YGSDEFSMJLZEOE-UHFFFAOYSA-N	CHEBI:16914			
otsuka	SBmap07	Citramalic acid	Citramalic acid	Citramalic acid	2306-22-1	1081	C00815	XFTRTWQBIOMVPK-UHFFFAOYSA-N	CHEBI:15584			
otsuka	SBmap07	Glucaric acid	Glucaric acid	Glucaric acid;D-Glucarate;Glucarate	87-73-0	33037	C00818	DSLZVSRJTYRBFB-LLEIAEIESA-N	CHEBI:16002			
otsuka	SBmap07	Hexadecanol	1-Hexadecanol	1-Hexadecanol	36653-82-4	2682	C00823	BXWNKGSJHAJOGX-UHFFFAOYSA-N	CHEBI:16125			
otsuka	SBmap11	Chlorogenic acid	Chlorogenic acid	Chlorogenate	327-97-9	1794427	C00852	CWVRJTMFETXNAD-JUHZACGLSA-N	CHEBI:16112			
otsuka	SBmap07	Histidinol	Histidinol	Histidinol;L-Histidinol	4836-52-6	165271	C00860	ZQISRDCJNBUVMM-YFKPBYRVSA-N	CHEBI:16255			
otsuka	SBmap07	Pantothenic acid	Pantothenic acid	Pantothenic acid;Pantothenate;Pantothenate	79-83-4	6613	C00864	GHOKWGTUZJEAQD-UHFFFAOYSA-N	CHEBI:7916			
otsuka	SBmap07	Nitrophenol	p-Nitrophenol	p-Nitrophenol	0100-02-07	980	C00870	BTJIUGUIPKRLHP-UHFFFAOYSA-N	CHEBI:16836			
otsuka	SBmap11	Deoxycytidine	Deoxycytidine	Deoxycytidine	951-77-9	13711	C00881	CKTSBUTUHBMZGZ-SHYZEUOFSA-N	CHEBI:15698			
otsuka	SBmap07	Tartaric acid	Tartaric acid	Tartaric acid	87-69-4	444305	C00898	FEWJPZIEWOKRBE-JCYAYHJZSA-N	CHEBI:15671			
otsuka	SBmap11	Methyladenine	3-Methyladenine	3-Methyladenine	5142-23-4	135398661	C00913	FSASIHFSFGAIJM-UHFFFAOYSA-N	CHEBI:38635			
otsuka	SBmap07	Chloramphenicol	Chloramphenicol	Chloramphenicol	56-75-7	5959	C00918	WIIZWVCIJKGZOK-RKDXNWHRSA-N	CHEBI:17698			
otsuka	SBmap07	Porphobilinogen	Porphobilinogen	Porphobilinogen	487-90-1	1021	C00931	QSHWIQZFGQKFMA-UHFFFAOYSA-N	CHEBI:17381			
otsuka	SBmap04	Oxoglutaramate	2-Oxoglutaramate	2-Oxoglutaramate	18465-19-5	48	C00940	COJBGNAUUSNXHX-UHFFFAOYSA-N	CHEBI:30882			
otsuka	SBmap07	Methyladipic acid	3-Methyladipic acid	3-Methyladipic acid	3058-01-3	12292	no data	SYEOWUNSTUDKGM-UHFFFAOYSA-N	CHEBI:68503		HMDB0000555	
otsuka	SBmap07	GMP	cGMP	Guanosine 3',5'-cyclic monophosphate	7665-99-8	135398570	C00942	ZOOGRGPOEVQQDX-UUOKFMHZSA-N	CHEBI:16356			
otsuka	SBmap11	inosine 3',5'-cyclic monophosphate	cIMP	3',5'-Cyclic IMP	3545-76-4	135398663	C00943	DMJWGQPYNRPLGA-KQYNXXCUSA-N	CHEBI:27541			
otsuka	SBmap07	Dehydroquinic acid	5-Dehydroquinic acid	5-Dehydroquinic acid	10534-44-8	439351	C00944	WVMWZWGZRAXUBK-SYTVJDICSA-N	CHEBI:17947			
otsuka	SBmap07	Indol-3-acetic acid	Indol-3-acetic acid	Indol-3-acetic acid;IAA	87-51-4	802	C00954	SEOVTRFCIGRIMH-UHFFFAOYSA-N	CHEBI:16411			
otsuka	SBmap07	Aminoadipic acid	2-Aminoadipic acid	2-Aminoadipic acid;Amino adipic acid;Amino adipic acid	542-32-5	92136	C00956	OYIFNHCXNCRBQI-BYPYZUCNSA-N	CHEBI:37023			
otsuka	SBmap11	N-Acetylserotonin	N-Acetyl-serotonin	N-Acetylserotonin	1210-83-9	903	C00978	MVAWJSIDNICKHF-UHFFFAOYSA-N	CHEBI:17697			
otsuka	SBmap07	Acetylserine	O-Acetylserine	O-Acetylserine	5147-00-2	99478	C00979	VZXPDPZARILFQX-BYPYZUCNSA-N	CHEBI:17981			
otsuka	SBmap11	Propanediamine	1,3-Propanediamine	1,3-Diaminopropane	109-76-2	428	C00986	XFNJVJPLKCPIBV-UHFFFAOYSA-N	CHEBI:15725			
otsuka	SBmap07	Hydroxybutyric acid	4-Hydroxybutyric acid	4-Hydroxybutyric acid	591-81-1	10413	C00989	SJZRECIVHVDYJC-UHFFFAOYSA-N	CHEBI:30830			
otsuka	SBmap11	D-Prephenyllactate	Prephenyllactate	D-Prephenyllactate		439361	C00994	LNGMWZFHTXFDNM-RBDZCENOSA-N	CHEBI:27441			
otsuka	SBmap11	Trigonelline	Trigonelline	N-Methylnicotinate	535-83-1	5570	C01004	WWNNZCOKKKDOPX-UHFFFAOYSA-N	CHEBI:18123			
otsuka	SBmap07	Phospho-Serine	O-Phospho-Serine	Phosphoserine;O-Phospho-L-serine;O-Phospho-Ser	407-41-0	68841	C01005	BZQFBWGGLXLEPQ-REOHCLBHSA-N	CHEBI:15811			
otsuka	SBmap07	Hydroxypropionic acid	3-Hydroxypropionic acid	3-Hydroxypropionic acid	503-66-2	68152	C01013	ALRHLSYJTWAHJZ-UHFFFAOYSA-N	CHEBI:33404			
otsuka	SBmap07	Fucose	Fucose	Fucose;D-Fucose	3615-37-0	19466	C01018	SHZGCJCMOBCMKK-SVZMEOIVSA-N	CHEBI:2179			
otsuka	SBmap11	Hydroxynicotinic acid	6-Hydroxynicotinic acid	6-Hydroxynicotinic acid	5006-66-6	72924	C01020	BLHCMGRVFXRYRN-UHFFFAOYSA-N	CHEBI:16168			
otsuka	SBmap07	Dimethylglycine	Dimethylglycine	Dimethylglycine;DMG	1118-68-9	673	C01026	FFDGPVCHZBVARC-UHFFFAOYSA-N	CHEBI:17724			
otsuka	SBmap11	Guanidinobutanoate	4-Guanidinobutanoate	4-Guanidinobutanoate	463-00-3	500	C01035	TUHVEAJXIMEOSA-UHFFFAOYSA-N	CHEBI:15728			
otsuka	SBmap07	Glucono-1,4-lactone	Glucono-1,4-lactone	Glucono-1,4-lactone;L-Gulono-1,4-lactone;Gamma-Glunolactone	1128-23-0	439373	C01040	SXZYCXMUPBBULW-SKNVOMKLSA-N	CHEBI:17587			
otsuka	SBmap07	Acetylaspartic acid	N-Acetylaspartic acid;N-Acetyl-L-aspartate	N-Acetylaspartic acid;N-Acetyl-L-aspartic acid;N-Acetyl-Asp	997-55-7	65065	C01042	OTCCIMWXFLJLIA-BYPYZUCNSA-N	CHEBI:21547			
otsuka	SBmap11	L-Theanine	Theanine	N5-Ethyl-L-glutamine	3081-61-6	439378	C01047	DATAGRPVKZEWHA-YFKPBYRVSA-N	CHEBI:17394			
otsuka	SBmap07	Glutamic acid 5-methyl ester	Glutamic acid 5-methyl ester	O-Acetyl-L-homoserine	7540-67-2	439389	C01077	FCXZBWSIAGGPCB-YFKPBYRVSA-N	CHEBI:16288			
otsuka	SBmap11	Thiamine monophosphate	Thiamine-MP	Thiamin monophosphate	532-40-1	1131	C01081	HZSAJDVWZRBGIF-UHFFFAOYSA-O	CHEBI:9533			
otsuka	SBmap07	Trehalose	Trehalose	Trehalose	99-20-7	7427	C01083	HDTRYLNUVZCQOY-LIZSDCNHSA-N	CHEBI:16551			
otsuka	SBmap07	Hydroxybutyric acid	3-Hydroxybutyric acid	3-Hydroxybutyric acid	625-72-9	92135	C01089	WHBMMWSBFZVSSR-GSVOUGTGSA-N	CHEBI:17066			
otsuka	SBmap07	Fructose 1-phosphate	Fructose 1-phosphate	Fructose 1-phosphate;D-Fructose 1-phosphate;F1P	15978-08-2	439394	C01094	RHKKZBWRNHGJEZ-VRPWFDPXSA-N	CHEBI:37515			
otsuka	SBmap11	D-Sorbitol 6-phosphate	Sorbitol-6P	Sorbitol 6-phosphate	20479-58-7	152306	C01096	GACTWZZMVMUKNG-SLPGGIOYSA-N	CHEBI:17044			
otsuka	SBmap05	O-Phospho-homoserine	O-Phospho-homoserine	O-Phospho-homoserine	4210-66-6	151187	C01102	FXDNYOANAXWZHG-VKHMYHEASA-N	CHEBI:15961			
otsuka	SBmap07	Pyrogallol	Pyrogallol	Pyrogallol	87-66-1	1057	C01108	WQGWDDDVZFFDIG-UHFFFAOYSA-N	CHEBI:16164			
otsuka	SBmap11	D-Arabinose 5-phosphate	Ara5P	D-Arabinose 5-phosphate	13137-52-5	188324	C01112	PPQRONHOSHZGFQ-WDCZJNDASA-N	CHEBI:16241			
otsuka	SBmap11	O-Succinyl-L-homoserine	O-Succinyl-homoSer	O-Succinyl-L-homoserine	1492-23-5	439406	C01118	GNISQJGXJIDKDJ-YFKPBYRVSA-N	CHEBI:16160			
otsuka	SBmap11	N-Acetyl-D-galactosamine	N-Acetyl-galactosamine	N-Acetyl-D-galactosamine	1811-31-0	35717	C01132	OVRNDRQMDRJTHS-KEWYIRBNSA-N	CHEBI:28037			
otsuka	SBmap07	Deoxy-SAM	Deoxy-SAM	S-Adenosylmethioninamine	22365-13-5	439415	C01137	ZUNBITIXDCPNSD-LSRJEVITSA-N	CHEBI:15625			
otsuka	SBmap07	Mevalonate pyrophosphate	Mevalonate pyrophosphate	Mevalonate pyrophosphate		439418	C01143	SIGQQUBJQXSAMW-ZCFIWIBFSA-N	CHEBI:15899			
otsuka	SBmap11	Methylhistidine	1-Methyl-His	1-Methylhistidine	368-16-1	64969	C01152	JDHILDINMRGULE-LURJTMIESA-N	CHEBI:27596			
otsuka	SBmap07	Hydroxyproline	4-Hydroxyproline	4-Hydroxyproline;Hydroxyproline	51-35-4	5810	C01157	PMMYEEVYMWASQN-DMTCNVIQSA-N	CHEBI:18095			
otsuka	SBmap11	Hydroxy-L-proline	4-Hydroxy-Pro	4-Hydroxy-L-proline	51-35-4	5810	C01157	PMMYEEVYMWASQN-DMTCNVIQSA-N	CHEBI:18095			
otsuka	SBmap07	Bisphosphoglyceric acid	2,3-Bisphosphoglyceric acid	2,3-Bisphosphoglyceric acid	138-81-8	186004	C01159	XOHUEYCVLUUEJJ-UWTATZPHSA-N	CHEBI:17720			
otsuka	SBmap11	Dihydroxyphenylacetic acid	3,4-Dihydroxyphenylacetic acid	3,4-Dihydroxyphenylacetic acid	102-32-9	547	C01161	CFFZDZCDUFSOFZ-UHFFFAOYSA-N	CHEBI:41941			
otsuka	SBmap07	Inositol phosphate	Inositol phosphate	Inositol phosphate	15421-51-9	107737	C01177	INAPMGSXUVUWAF-UOTPTPDRSA-N	CHEBI:18297			
otsuka	SBmap07	Hydroxyphenylpyruvic acid	4-Hydroxyphenylpyruvic acid	4-Hydroxyphenylpyruvic acid;4-Hydroxyphenylpyruvate;4-Hydroxyphenylpyruvate	156-39-8	979	C01179	KKADPXVIOXHVKN-UHFFFAOYSA-N	CHEBI:15999			
otsuka	SBmap11	D-Ribulose 1,5-bisphosphate	RuBP	D-Ribulose 1,5-bisphosphate	24218-00-6	123658	C01182	YAHZABJORDUQGO-NQXXGFSBSA-N	CHEBI:16710			
otsuka	SBmap07	Hydroxyisobutyric acid	3-Hydroxyisobutyric acid	3-Hydroxyisobutyric acid;rac 3-Hydroxyisobutyric acid	2068-83-9	87	C01188	DBXBTMSZEOQQDU-UHFFFAOYSA-N	CHEBI:18064			
otsuka	SBmap11	Caffeic acid	Caffeic acid	Caffeate	501-16-6	689043	C01197	QAIPRVGONGVQAS-DUXPYHPUSA-N	CHEBI:16433			
otsuka	SBmap11	Aminocyclopropane-1-carboxylic acid	ACC	1-Aminocyclopropane-1-carboxylic acid	22059-21-8	535	C01234	PAJPWUMXBYXFCZ-UHFFFAOYSA-N	CHEBI:18053			
otsuka	SBmap07	Phosphogluconolactone	6-Phosphogluconolactone	6-Phospho-D-glucono-1,5-lactone	2641-81-8	439452	C01236	IJOJIVNDFQSGAB-SQOUGZDYSA-N	CHEBI:16938			
otsuka	SBmap11	L-Anserine (beta-alanyl-N-methylhistidine) (nitrate salt)	L-Anserine	beta-Alanyl-N(pi)-methyl-L-histidine	584-85-0	112072	C01262	MYYIAHXIVFADCU-QMMMGPOBSA-N	CHEBI:18323			
otsuka	SBmap07	Maleic acid	Maleic acid	Maleic acid	110-16-7	444266	C01384	VZCYOOQTPOCHFL-UPHRSURJSA-N	CHEBI:18300			
otsuka	SBmap07	Acetylsalicylic acid	Acetylsalicylic acid	Acetylsalicylic acid	50-78-2	2244	C01405	BSYNRYMUTXBXSQ-UHFFFAOYSA-N	CHEBI:15365			
otsuka	SBmap11	Gallic acid	Gallic acid	Gallate	149-91-7	370	C01424	LNTHITQWFMADLM-UHFFFAOYSA-N	CHEBI:30778			
otsuka	SBmap11	Oxamic acid	Oxamic acid	Oxamate	471-47-6	974	C01444	SOWBFZRMHSNYGE-UHFFFAOYSA-N	CHEBI:18058			
otsuka	SBmap07	Sorbose	Sorbose	Sorbose	3615-39-2	107428	C01452	BJHIKXHVCXFQLS-PYWDMBMJSA-N	CHEBI:13022			
otsuka	SBmap11	Methylbenzoic acid	4-Methylbenzoic acid	4-Methylbenzoic acid	99-94-5	7470	C01454	LPNBBFKOUUSUDB-UHFFFAOYSA-N	CHEBI:36635			
otsuka	SBmap07	Tropic acid	Tropic acid	Tropic acid	529-64-6	10726	C01456	JACRWUWPXAESPB-UHFFFAOYSA-N	CHEBI:30765			
otsuka	SBmap07	Cresol	4-Cresol	4-Cresol	106-44-5	2879	C01468	IWDCLRJOBJJRNH-UHFFFAOYSA-N	CHEBI:17847			
otsuka	SBmap07	Allose	Allose	D-Allose	2595-97-3	439507	C01487	WQZGKKKJIJFFOK-IVMDWMLBSA-N	CHEBI:4093			
otsuka	SBmap11	trans-Ferulic acid	Ferulic acid	Ferulate	537-98-4	445858	C01494	KSEBMYQBYZTDHS-HWKANZROSA-N	CHEBI:17620			
yamasaki	SBmap07	Naproxen	Naproxen	Naproxen	22204-53-1	156391	C01517	CMWTZPSULFXXJA-VIFPVBQESA-N	CHEBI:7476			
yamasaki	SBmap07	Steraric acid	Steraric acid	Steraric acid;Octadecanoate;Stearate	57-11-4	5281	C01530	QIQXTHQIDYTFRH-UHFFFAOYSA-N	CHEBI:28842			
yamasaki	SBmap07	Furoic acid	2-Furoic acid	2-Furoic acid;2-furoate	88-14-2	6919	C01546	SMNDYUVBFMFKNZ-UHFFFAOYSA-N	CHEBI:30845			
yamasaki	SBmap07	Decanoic acid	Decanoic acid	Decanoic acid;Decanoate	334-48-5	2969	C01571	GHVNFZFCNZKVNT-UHFFFAOYSA-N	CHEBI:30813			
yamasaki	SBmap07	Caproic acid	Caproic acid	Caproic acid;FFA 6:0;Hexanoate;Hexanoic acid	142-62-1	8892	C01585	FUZZWVXGSFPDMH-UHFFFAOYSA-N	CHEBI:30776			
yamasaki	SBmap07	Hippuric acid	Hippuric acid	Hippuric acid;Hippuric acid	495-69-2	464	C01586	QIAFMBKCNZACKA-UHFFFAOYSA-N	CHEBI:18089			
yamasaki	SBmap07	Linoleic acid	Linoleic acid	Linoleic acid;Linoleate	60-33-3	5280450	C01595	OYHQOLUKZRVURQ-HZJYTTRNSA-N	CHEBI:17351			
yamasaki	SBmap11	Maleamic acid	Maleamic acid	Maleamate;Maleamic acid	557-24-4	5280451	C01596	FSQQTNAZHBEJLS-UPHRSURJSA-N	CHEBI:29045			
yamasaki	SBmap07	Melatonin	Melatonin	Melatonin	73-31-4	896	C01598	DRLFMBDRBRZALE-UHFFFAOYSA-N	CHEBI:16796			
yamasaki	SBmap07	Nonanoic acid	Nonanoic acid	Nonanoic acid;Noanoate	112-05-0	8158	C01601	FBUKVWPVBMHYJY-UHFFFAOYSA-N	CHEBI:29019			
yamasaki	SBmap11	Phthalic acid	Phthalic acid	Phthalic acid;Phthalate	88-99-3	1017	C01606	XNGIFLGASWRNHJ-UHFFFAOYSA-N	CHEBI:29069			
yamasaki	SBmap11	Stachyose	Stachyose	Stachyose	10094-58-3	439531	C01613	UQZIYBXSHAGNOE-XNSRJBNMSA-N	CHEBI:17164			
yamasaki	SBmap07	Threonic acid	Threonic acid	Threonic acid;L-Threonic acid;Threonate	7306-96-9	5460407	C01620	JPIJQSOTBSSVTP-STHAYSLISA-N	CHEBI:15908			
yamasaki	SBmap07	Cadaverine	Cadaverine	Cadaverine	462-94-2	273	C01672	VHRGRCVQAFMJIZ-UHFFFAOYSA-N	CHEBI:18127			
yamasaki	SBmap07	Cysteamine	Cysteamine	Cysteamine	60-23-1	6058	C01678	UFULAYFCSOUIOV-UHFFFAOYSA-N	CHEBI:17141			
yamasaki	SBmap07	Ribonic acid	Ribonic acid	Ribonic acid;D-Ribonate	17812-24-7	5460677	C01685	QXKAIJAYHKCRRA-BXXZVTAOSA-N	CHEBI:21077			
yamasaki	SBmap07	Galactitol	Galactitol	Galactitol;Dulcitol;Dulcose	608-66-2	11850	C01697	FBPFZTCFMRRESA-GUCUJZIJSA-N	CHEBI:16813			
yamasaki	SBmap07	Elaidic acid	Elaidic acid	Elaidic acid	112-79-8	637517	C01712	ZQPPMHVWECSIRJ-MDZDMXLPSA-N	CHEBI:27997			
yamasaki	SBmap07	Kynurenic acid	Kynurenic acid	Kynurenic acid;Kynurenate	492-27-3	3845	C01717	HCZHHEIFKROPDY-UHFFFAOYSA-N	CHEBI:18344			
yamasaki	SBmap07	Mesaconic acid	Mesaconic acid	Mesaconic acid;Mesaconate	498-24-8	638129	C01732	HNEGQIOMVPPMNR-NSCUHMNNSA-N	CHEBI:16600			
yamasaki	SBmap07	Xanthosine	Xanthosine	Xanthosine	146-80-5	64959	C01762	UBORTCNDUKBEOP-UUOKFMHZSA-N	CHEBI:18107			
yamasaki	SBmap11	trans-2-Butenoic acid	trans-2-Butenoic acid	2-Butanoate;2-Butanoic acid	3724-65-0	637090	C01771	LDHQCZJRKDOVOX-NSCUHMNNSA-N	CHEBI:17217			
yamasaki	SBmap11	D-Erythrose	Erythrose	Erythrose	583-50-6	94176	C01796	YTBSYETUWUMLBZ-IUYQGCFVSA-N	CHEBI:27904			
yamasaki	SBmap07	Homocystine	Homocystine	Homocystine;DL-Homocystine;HomoCys-Cys	626-72-2	439579	C01817	ZTVZLYBCZNMWCF-WDSKDSINSA-N	CHEBI:17485			
yamasaki	SBmap07	Norvaline	Norvaline	Norvaline;L-Norvaline;NorVal	6600-40-4	65098	C01826	SNDPXSYFESPGGJ-BYPYZUCNSA-N	CHEBI:18314			
yamasaki	SBmap11	L-Thyroxine	Thyroxine	Thyroxine	51-48-9	5819	C01829	XUIIKFGFIJCVMT-LBPRGKRZSA-N	CHEBI:18332			
yamasaki	SBmap11	Maltotriose	Maltotriose	Maltotriose;Amylotriose	1109-28-0	439586	C01835	FYGDTMLNYKFZSV-DZOUCCHMSA-N	CHEBI:27931			
yamasaki	SBmap07	Oxoproline	5-Oxoproline	5-Oxoproline;L-Pyroglutamic acid;PyroGlu	98-79-3	7405	C01879	ODHCTXKNWHHXJC-VKHMYHEASA-N	CHEBI:18183			
yamasaki	SBmap11	Camptothecin	Camptothecin	Camptothecin	7689-03-4	24360	C01897	VSJKWCGYPAHWDS-FQEVSTJZSA-N	CHEBI:27656			
yamasaki	SBmap07	Arabitol	Arabitol	Arabitol;D-Arabitol	488-82-4	94154	C01904	HEBKCHPVOIAQTA-QWWZWVQMSA-N	CHEBI:18333			
yamasaki	SBmap11	Dethiobiotin	Dethiobiotin	Dethiobiotin;Desthiobiotin	533-48-2	643	C01909	AUTOLBMXDDTRRT-UHFFFAOYSA-N	CHEBI:16691			
otsuka	SBmap10	Glyco-cholate	GCA	Glycocholic acid;Glyco-cholate;5beta-cholanic acid-3alpha,7alpha,12alpha-triol-N-(carboxymethyl)-amide	475-31-0	10140	C01921	RFDAIACWWDREDC-FRVQLJSFSA-N	CHEBI:17687	HMDB0000138		
otsuka	SBmap11	L-Homoarginine	Homoarginine		156-86-5	9085	C01924	QUOGESRFPZDMMT-YFKPBYRVSA-N	CHEBI:27747			
otsuka	SBmap11	L-Norleucine	NorLeu	L-Norleucine	327-57-1	21236	C01933	LRQKBLKVPFOOQJ-YFKPBYRVSA-N	CHEBI:18347			
otsuka	SBmap07	Lactose	Lactose	Lactose;Beta-Lactose;Beta-Lactose	5965-66-2	6134	C01970	GUBGYTABKSRVRQ-DCSYEGIMSA-N	CHEBI:36218			
otsuka	SBmap07	Maltose	Maltose	beta-Maltose	133-99-3	6255	C01971	GUBGYTABKSRVRQ-QUYVBRFLSA-N	CHEBI:18147			
otsuka	SBmap11	Mandelic acid	R-Mandelic acid	R-Mandelic acid	611-71-2	11914	C01983	IWYDHOAUDWTVEP-SSDOTTSWSA-N	CHEBI:17656			
otsuka	SBmap07	Mandelic acid	S-Mandelic acid	S-Mandelic acid	17199-29-0	439616	C01984	IWYDHOAUDWTVEP-ZETCQYMHSA-N	CHEBI:32800			
otsuka	SBmap07	Acetylcholine	Acetylcholine	Acetylcholine	51-84-3	187	C01996	OIPILFWXSMYKGL-UHFFFAOYSA-N	CHEBI:15355			
otsuka	SBmap07	Glycyl-Glycine	Glycyl-Glycine	Glycyl-Glycine;Glycylglycine;Gly-Gly	556-50-3	11163	C02037	YMAWOPBAYDPSLA-UHFFFAOYSA-N	CHEBI:17201			
otsuka	SBmap07	Indolelactic acid	Indolelactic acid	Indolelactate	1821-52-9	92904	C02043	XGILAAMKEQUXLS-UHFFFAOYSA-N	CHEBI:24813			
otsuka	SBmap07	Erythrulose	Erythrulose	Erythrulose	533-50-6	5460032	C02045	UQPHVQVXLPRNCX-VKHMYHEASA-N	CHEBI:27913			
otsuka	SBmap11	Maltotetraose	Maltotetraose	Maltotetraose	34612-38-9	439639	C02052	LUEWUZLMQUOBSB-AYQJAVFRSA-N	CHEBI:143180			
otsuka	SBmap07	Glyceraldehyde	Glyceraldehyde	L-Glyceraldehyde	367-47-5	751	C02154	MNQZXJOMYWMBOU-UHFFFAOYSA-N	CHEBI:5445			
otsuka	SBmap07	Methylmalonic acid	Methylmalonic acid	Methylmalonic acid	516-05-02	487	C02170	ZIYVHBGGAOATLY-UHFFFAOYSA-N	CHEBI:30860			
otsuka	SBmap11	Phenoxyacetic acid	PAA	Phenoxyacetate	122-59-8	19188	C02181	LCPDWSOZIOUXRV-UHFFFAOYSA-N	CHEBI:8075			
otsuka	SBmap07	Lyxose	Lyxose	Lyxose	1114-34-7	439678	C02204	SRBFZHDQGSBBOR-STGXQOJASA-N	CHEBI:28543			
otsuka	SBmap07	Glutaconic acid	Glutaconic acid	Glutaconic acid	628-48-8	5280498	C02214	XVOUMQNXTGKGMA-OWOJBTEDSA-N	CHEBI:15670			
otsuka	SBmap07	Citraconic acid	Citraconic acid	2-Methylmaleate	498-23-7	643798	C02226	HNEGQIOMVPPMNR-IHWYPQMZSA-N	CHEBI:17626			
otsuka	SBmap11	D-Pyroglutamic acid	Pyroglutamic acid	5-Oxo-D-proline	4042-36-8	439685	C02237	ODHCTXKNWHHXJC-GSVOUGTGSA-N	CHEBI:16924			
otsuka	SBmap07	Methylguanine	7-Methylguanine	7-Methylguanine	578-76-7	135398679	C02242	FZWGECJQACGGTI-UHFFFAOYSA-N	CHEBI:28664			
otsuka	SBmap07	Galactosamine	Galactosamine	Galactosamine;D-Galactosamine	7535-00-4	24154	C02262	MSWZFWKMSRAUBD-GASJEMHNSA-N	CHEBI:60312			
otsuka	SBmap07	Cystathionine	Cystathionine	Cystathionine;L-Cystathionine;L-Cystathionine	56-88-2	439258	C02291	ILRYLPWNYFXEMH-WHFBIAKZSA-N	CHEBI:17482			
otsuka	SBmap11	Phenylhydrazine	Phenylhydrazine		100-63-0	7516	C02304	HKOOXMFOFWEVGF-UHFFFAOYSA-N	CHEBI:27924			
otsuka	SBmap11	Creatine phosphate	Creatine phosphate		67-07-2	9548602	C02305	DRBBFCLWYRJSJZ-UHFFFAOYSA-N	CHEBI:17287			
